"uri"	"title"	"description"	"language"	"technical_location"	"edu_interactivityType"	"edu_learningResourceType"	"edu_interactivityLevel"	"edu_typicalAgeRange"
"null"	"Klimadiagramm von Athen, Climate diagram of Athens"	"Arbeitsblatt zur Umsetzung einer Klimatabelle in ein Klimadiagramm mit weiterführenden Fragen., Worksheet on the conversion of a climate table into a climate diagram. Further questions., http://creativecommons.org/licenses/by-nc/2.0/de/, Creative Commons Attribution-No Commercial Use-Share Alike 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_abathen.pdf"	"active"	"assessment"	"high"	"11-18"
"null"	"Klimadiagramm Budapest / Ungarn, Climate diagram Budapest/ Hungary"	"Klimadiagramm in Farbe., Climate diagram in colour, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_budapest_f.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Südeuropa im Sommer, Southern Europe in summer"	"Satelitenbild., Satellite picture., http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_suedeuropa_sommer.pdf"	"no value"	"image, image"	"no value"	"11-18"
"null"	"Südeuropa im Winter, Southern Europe in winter"	"http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_suedeuropa_winter.pdf"	"no value"	"image, image"	"no value"	"11-18"
"null"	"Finnische Seenplatte, Glacial lakes in Finland"	"http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_finn_seenplatte.pdf"	"no value"	"image, image"	"no value"	"11-18"
"null"	"Holzwirtschaft in den Wäldern Finnlands, Timber industry in Finish forests"	"http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_holzwirtschaft.pdf"	"no value"	"image, image"	"no value"	"11-18"
"null"	"Mitteleuropa: Heranziehende Regenwolkenfront, Central Europe: Approaching rain front"	"http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_regenwolkenfront.pdf"	"no value"	"image, image"	"no value"	"11-18"
"null"	"Gemüseanbau in der Bretagne, Vegetable cultivation in Brittany"	"http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_gemuese_bretagne.pdf"	"no value"	"image, image"	"no value"	"11-18"
"null"	"Winter an der französischen Atlantikküste, Winter at the French Atlantic coast"	"http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_atlantikkueste.pdf"	"no value"	"image, image"	"no value"	"11-18"
"null"	"Sonnenblumenfeld in der Puszta, Sunflower field in the Puszta"	"http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_sonnenblumen_pusta.pdf"	"no value"	"image, image"	"no value"	"11-18"
"null"	"Winter in der Puszta, Winter in the Puszta"	"http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_winter_pusta.pdf"	"no value"	"image, image"	"no value"	"11-18"
"null"	"Bewässerte Felder in Griechenland, Irigated fields in Greece"	"http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_bewaesserte_felder.pdf"	"no value"	"image, image"	"no value"	"11-18"
"null"	"Klimadiagramm Budapest / Ungarn, Climate diagram Budapest/ Hungary"	"Klimadiagramm in Schwarz-Weiß., Climate diagram in black-and-white, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_budapest_sw.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Winterregen, Winter rain"	"http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_winterregen.pdf"	"no value"	"image, image"	"no value"	"11-18"
"null"	"Klimadiagramm Sodankylä / Finnland, Climate diagram Sodankylä/ Finland"	"Klimadiagramm in Farbe., Climate diagram in colour, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_sodankylae_f.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Sodankylä / Finnland, Climate diagram Sodankylä/ Finland"	"Klimadiagramm in Schwarz-Weiß., Climate diagram in black-and-white, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_sodankylae_sw.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Athen / Griechenland, Climate diagram Athens/ Greece"	"Klimadiagramm in Farbe., Climate diagram in colour, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_athen_f.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Athen / Griechenland, Climate diagram Athens/ Greece"	"Klimadiagramm in Schwarz-Weiß., Climate diagram in black-and-white, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_athen_sw.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Berlin / Deutschland, Climate diagram Berlin/ Germany"	"Klimadiagramm in Farbe., Climate diagram in colour, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_berlin_f.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Berlin / Deutschland, Climate diagram Berlin/ Germany"	"Klimadiagramm in Schwarz-Weiß., Climate diagram in black-and-white, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_berlin_sw.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm San Francisco / USA, Climate diagram San Francisco/ U.S.A."	"Klimadiagramm in Farbe., Climate diagram in colour, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_san_francisco_f.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm San Francisco / USA, Climate diagram San Francisco/ U.S.A."	"Klimadiagramm in Schwarz-Weiß., Climate diagram in black-and-white, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_san_francisco_sw.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm von Berlin, Climate diagram of Berlin"	"Arbeitsblatt zur Umsetzung einer Klimatabelle in ein Klimadiagramm mit weiterführenden Fragen., Worksheet on the conversion of a climate table into a climate diagram, with further questions., http://creativecommons.org/licenses/by-nc/2.0/de/, Creative Commons Attribution-No Commercial Use-Share Alike 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_abberlin.pdf"	"active"	"assessment"	"high"	"11-18"
"null"	"Klimadiagramm Fresno / USA, Climate diagram Fresno/ U.S.A."	"Klimadiagramm in Farbe., Climate diagram in colour, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_fresno_f.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Fresno / USA, Climate diagram Fresno/ U.S.A."	"Klimadiagramm in Schwarz-Weiß., Climate diagram in black-and-white, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_fresno_sw.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Death Valley / USA, Climate diagram Death Valley/ U.S.A."	"Klimadiagramm in Farbe., Climate diagram in colour, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_death_valley_f.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Death Valley / USA, Climate diagram Death Valley/ U.S.A."	"Klimadiagramm in Schwarz-Weiß., Climate diagram in black-and-white, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_death_valley_sw.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Salt Lake City / USA, Climate diagram Salt Lake City/  U.S.A."	"Klimadiagramm in Farbe., Climate diagram in colour, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_salt_lake_city_f.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Salt Lake City / USA, Climate diagram Salt Lake City/  U.S.A."	"Klimadiagramm in Schwarz-Weiß., Climate diagram in black-and-white, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_salt_lake_city_sw.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Lander / USA, Climate diagram Lander/ U.S.A."	"Klimadiagramm in Farbe., Climate diagram in colour, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_lander_f.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Lander / USA, Climate diagram Lander/ U.S.A."	"Klimadiagramm in Schwarz-Weiß., Climate diagram in black-and-white, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_lander_sw.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Omaha / USA, Climate diagram Omaha/ U.S.A."	"Klimadiagramm in Farbe., Climate diagram in colour, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_omaha_f.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Omaha / USA, Climate diagram Omaha/ U.S.A."	"Klimadiagramm in Schwarz-Weiß., Climate diagram in black-and-white, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_omaha_sw.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klima in Europa - ausgewählte Klimastationen, European Climate - selected climate station"	"Arbeitsblatt zur Analyse der Klimadiagramme von vier Klimastationen., Worksheet on the analysis of the climate diagrams of four climate stations., http://creativecommons.org/licenses/by-nc/2.0/de/, Creative Commons Attribution-No Commercial Use-Share Alike 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_abklimaeuropa.pdf"	"active"	"assessment"	"high"	"11-18"
"null"	"Klimadiagramm Churchill / Kanada, Climate diagram Churchill/ Canada"	"Klimadiagramm in Farbe., Climate diagram in colour, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_churchill_f.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Churchill / Kanada, Climate diagram Churchill/ Canada"	"Klimadiagramm in Schwarz-Weiß., Climate diagram in black-and-white, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_churchill_sw.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm The Pas / Kanada, Climate diagram The Pas/ Canada"	"Klimadiagramm in Farbe., Climate diagram in colour, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_the_pas_f.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm The Pas / Kanada, Climate diagram The Pas/ Canada"	"Klimadiagramm in Schwarz-Weiß., Climate diagram in black-and-white, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_the_pas_sw.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Miami / USA, Climate diagram Miami/ U.S.A."	"Klimadiagramm in Farbe., Climate diagram in colour, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_miami_f.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm Miami / USA, Climate diagram Miami/ U.S.A."	"Klimadiagramm in Schwarz-Weiß., Climate diagram in black-and-white, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_miami_sw.pdf"	"no value"	"image"	"no value"	"11-18"
"null"	"Klimadiagramm New York / USA, Climate diagram New York/ U.S.A."	"Klimadiagramm in Farbe., Climate diagram in colour, http://creativecommons.org/licenses/by-nc-nd/2.0/de/, Creative Commons Attribution-No Commercial Use-No Derivates 2.0 DE License"	"de"	"http://www.fwu.de/fwu-db/presto-image/material/46/010/4601078/4601078_new_york_f.pdf"	"no value"	"image"	"no value"	"11-18"
